image_path,label
dataset/real\filet_mignon\86924.jpg,1
dataset/fake\caesar_salad\3256715.jpg,0
dataset/fake\filet_mignon\86924.jpg,0
dataset/fake\sashimi\76496.jpg,0
dataset/fake\filet_mignon\886682.jpg,0
dataset/real\macarons\99949.jpg,1
dataset/real\ramen\68147.jpg,1
dataset/real\french_fries\839871.jpg,1
dataset/real\dumplings\821593.jpg,1
dataset/fake\cup_cakes\9193.jpg,0
dataset/real\cannoli\739803.jpg,1
dataset/fake\omelette\794428.jpg,0
dataset/fake\cannoli\2057635.jpg,0
dataset/fake\hummus\85617.jpg,0
dataset/real\mussels\88984.jpg,1
dataset/fake\fried_rice\55344.jpg,0
dataset/fake\cheesecake\2334103.jpg,0
dataset/real\onion_rings\87362.jpg,1
dataset/fake\macarons\813910.jpg,0
dataset/real\creme_brulee\99109.jpg,1
dataset/fake\gyoza\710516.jpg,0
dataset/fake\beef_tartare\1037894.jpg,0
dataset/fake\grilled_cheese_sandwich\96260.jpg,0
dataset/fake\oysters\899305.jpg,0
dataset/fake\french_fries\828160.jpg,0
dataset/real\breakfast_burrito\526532.jpg,1
dataset/fake\fried_calamari\83599.jpg,0
dataset/real\churros\909570.jpg,1
dataset/fake\risotto\8586.jpg,0
dataset/real\risotto\71446.jpg,1
dataset/fake\greek_salad\971218.jpg,0
dataset/fake\eggs_benedict\95702.jpg,0
dataset/real\chocolate_mousse\873750.jpg,1
dataset/fake\scallops\668057.jpg,0
dataset/fake\donuts\778563.jpg,0
dataset/fake\tuna_tartare\817853.jpg,0
dataset/real\macaroni_and_cheese\671654.jpg,1
dataset/real\donuts\759475.jpg,1
dataset/fake\carrot_cake\1585504.jpg,0
dataset/real\huevos_rancheros\901276.jpg,1
dataset/fake\falafel\983810.jpg,0
dataset/fake\macaroni_and_cheese\67693.jpg,0
dataset/fake\fish_and_chips\2508219.jpg,0
dataset/fake\sushi\897488.jpg,0
dataset/fake\takoyaki\86899.jpg,0
dataset/real\carrot_cake\1419679.jpg,1
dataset/real\chicken_wings\3401362.jpg,1
dataset/fake\clam_chowder\99271.jpg,0
dataset/fake\miso_soup\878953.jpg,0
dataset/real\foie_gras\576319.jpg,1
dataset/fake\beef_tartare\3661251.jpg,0
dataset/fake\edamame\84995.jpg,0
dataset/fake\seaweed_salad\602385.jpg,0
dataset/real\french_toast\83655.jpg,1
dataset/real\waffles\82242.jpg,1
dataset/fake\takoyaki\669605.jpg,0
dataset/real\tacos\870327.jpg,1
dataset/real\hot_and_sour_soup\74443.jpg,1
dataset/fake\escargots\517242.jpg,0
dataset/fake\hot_and_sour_soup\611992.jpg,0
dataset/real\mussels\63226.jpg,1
dataset/fake\club_sandwich\888930.jpg,0
dataset/real\lobster_roll_sandwich\86021.jpg,1
dataset/real\strawberry_shortcake\960565.jpg,1
dataset/real\tiramisu\441252.jpg,1
dataset/fake\oysters\98161.jpg,0
dataset/fake\red_velvet_cake\95638.jpg,0
dataset/real\beef_carpaccio\691812.jpg,1
dataset/fake\breakfast_burrito\3259142.jpg,0
dataset/real\filet_mignon\91549.jpg,1
dataset/real\scallops\700061.jpg,1
dataset/fake\gnocchi\781572.jpg,0
dataset/fake\guacamole\851605.jpg,0
dataset/real\tiramisu\524973.jpg,1
dataset/real\prime_rib\89502.jpg,1
dataset/real\caprese_salad\2496837.jpg,1
dataset/fake\onion_rings\741605.jpg,0
dataset/fake\chicken_quesadilla\2132661.jpg,0
dataset/fake\bruschetta\3858477.jpg,0
dataset/real\strawberry_shortcake\62943.jpg,1
dataset/fake\tiramisu\80043.jpg,0
dataset/real\hot_dog\93647.jpg,1
dataset/fake\lasagna\772991.jpg,0
dataset/fake\beignets\924187.jpg,0
dataset/real\foie_gras\80086.jpg,1
dataset/real\cheese_plate\1703787.jpg,1
dataset/fake\carrot_cake\1425928.jpg,0
dataset/fake\sushi\888125.jpg,0
dataset/real\chicken_curry\2641642.jpg,1
dataset/fake\dumplings\99207.jpg,0
dataset/fake\beef_carpaccio\625990.jpg,0
dataset/fake\spaghetti_bolognese\804508.jpg,0
dataset/fake\french_onion_soup\755592.jpg,0
dataset/fake\dumplings\90985.jpg,0
dataset/fake\breakfast_burrito\1669932.jpg,0
dataset/fake\tuna_tartare\781885.jpg,0
dataset/fake\cup_cakes\67469.jpg,0
dataset/fake\crab_cakes\937161.jpg,0
dataset/fake\oysters\894771.jpg,0
dataset/real\grilled_cheese_sandwich\89862.jpg,1
dataset/fake\frozen_yogurt\69915.jpg,0
dataset/real\tiramisu\62828.jpg,1
dataset/real\waffles\98238.jpg,1
dataset/fake\cannoli\739803.jpg,0
dataset/real\ramen\85641.jpg,1
dataset/fake\french_fries\80887.jpg,0
dataset/real\risotto\716450.jpg,1
dataset/real\chocolate_mousse\904759.jpg,1
dataset/fake\pad_thai\94317.jpg,0
dataset/real\foie_gras\71471.jpg,1
dataset/fake\apple_pie\739615.jpg,0
dataset/real\poutine\884863.jpg,1
dataset/fake\french_toast\96068.jpg,0
dataset/fake\grilled_cheese_sandwich\767169.jpg,0
dataset/fake\hamburger\732473.jpg,0
dataset/fake\lobster_bisque\788020.jpg,0
dataset/fake\donuts\756993.jpg,0
dataset/real\scallops\6736.jpg,1
dataset/real\pork_chop\653797.jpg,1
dataset/real\guacamole\862492.jpg,1
dataset/fake\frozen_yogurt\72830.jpg,0
dataset/real\takoyaki\687832.jpg,1
dataset/fake\takoyaki\674801.jpg,0
dataset/fake\club_sandwich\883455.jpg,0
dataset/fake\french_toast\825029.jpg,0
dataset/fake\greek_salad\955397.jpg,0
dataset/fake\greek_salad\949442.jpg,0
dataset/real\frozen_yogurt\99383.jpg,1
dataset/real\bibimbap\1738483.jpg,1
dataset/fake\macarons\847954.jpg,0
dataset/real\grilled_cheese_sandwich\785954.jpg,1
dataset/fake\takoyaki\670312.jpg,0
dataset/fake\carrot_cake\215226.jpg,0
dataset/real\breakfast_burrito\3883861.jpg,1
dataset/real\cannoli\1729486.jpg,1
dataset/fake\lobster_roll_sandwich\96366.jpg,0
dataset/real\hot_and_sour_soup\80543.jpg,1
dataset/real\falafel\9787.jpg,1
dataset/real\risotto\97535.jpg,1
dataset/real\miso_soup\833468.jpg,1
dataset/real\gnocchi\798948.jpg,1
dataset/real\club_sandwich\856659.jpg,1
dataset/fake\chicken_curry\2248177.jpg,0
dataset/fake\churros\879361.jpg,0
dataset/fake\risotto\691818.jpg,0
dataset/fake\pulled_pork_sandwich\943104.jpg,0
dataset/real\pad_thai\94744.jpg,1
dataset/real\french_toast\96068.jpg,1
dataset/fake\fried_calamari\80030.jpg,0
dataset/real\beignets\1040454.jpg,1
dataset/fake\risotto\74799.jpg,0
dataset/real\escargots\70413.jpg,1
dataset/real\paella\595930.jpg,1
dataset/fake\nachos\62094.jpg,0
dataset/fake\ramen\702674.jpg,0
dataset/fake\carrot_cake\2894362.jpg,0
dataset/fake\edamame\759609.jpg,0
dataset/real\lobster_bisque\868207.jpg,1
dataset/fake\french_fries\80865.jpg,0
dataset/real\escargots\76610.jpg,1
dataset/real\ceviche\3316955.jpg,1
dataset/real\onion_rings\743949.jpg,1
dataset/fake\takoyaki\675036.jpg,0
dataset/fake\samosa\822028.jpg,0
dataset/real\tacos\8350.jpg,1
dataset/fake\chocolate_cake\1519529.jpg,0
dataset/fake\mussels\596184.jpg,0
dataset/real\bread_pudding\1196712.jpg,1
dataset/real\filet_mignon\887040.jpg,1
dataset/real\chocolate_cake\1240545.jpg,1
dataset/fake\deviled_eggs\640422.jpg,0
dataset/fake\ceviche\1598359.jpg,0
dataset/fake\strawberry_shortcake\97240.jpg,0
dataset/fake\waffles\737611.jpg,0
dataset/fake\baby_back_ribs\2977633.jpg,0
dataset/fake\beef_tartare\3587417.jpg,0
dataset/real\lobster_bisque\825585.jpg,1
dataset/fake\red_velvet_cake\6172.jpg,0
dataset/real\churros\95272.jpg,1
dataset/real\chocolate_mousse\871487.jpg,1
dataset/fake\falafel\985813.jpg,0
dataset/real\spaghetti_bolognese\844903.jpg,1
dataset/real\dumplings\848018.jpg,1
dataset/fake\guacamole\907331.jpg,0
dataset/fake\grilled_cheese_sandwich\775154.jpg,0
dataset/fake\french_onion_soup\761427.jpg,0
dataset/real\french_toast\790438.jpg,1
dataset/real\strawberry_shortcake\967453.jpg,1
dataset/fake\samosa\778752.jpg,0
dataset/fake\waffles\753739.jpg,0
dataset/fake\macarons\99949.jpg,0
dataset/real\ice_cream\904496.jpg,1
dataset/fake\eggs_benedict\983260.jpg,0
dataset/fake\pizza\979955.jpg,0
dataset/fake\strawberry_shortcake\81428.jpg,0
dataset/real\paella\585965.jpg,1
dataset/fake\cannoli\1262807.jpg,0
dataset/fake\mussels\72165.jpg,0
dataset/fake\caprese_salad\2496837.jpg,0
dataset/real\onion_rings\726720.jpg,1
dataset/fake\lobster_bisque\782974.jpg,0
dataset/real\red_velvet_cake\601639.jpg,1
dataset/real\steak\658189.jpg,1
dataset/fake\french_toast\791295.jpg,0
dataset/fake\grilled_salmon\910023.jpg,0
dataset/real\falafel\988764.jpg,1
dataset/real\waffles\764801.jpg,1
dataset/fake\creme_brulee\924589.jpg,0
dataset/fake\beef_carpaccio\1039955.jpg,0
dataset/real\pho\5968.jpg,1
dataset/fake\tacos\835998.jpg,0
dataset/real\spaghetti_bolognese\792517.jpg,1
dataset/real\ravioli\806495.jpg,1
dataset/fake\lobster_bisque\813991.jpg,0
dataset/real\creme_brulee\918961.jpg,1
dataset/real\hot_and_sour_soup\632681.jpg,1
dataset/real\gnocchi\8963.jpg,1
dataset/real\tiramisu\63187.jpg,1
dataset/fake\bruschetta\396542.jpg,0
dataset/real\pho\59434.jpg,1
dataset/real\cannoli\1237436.jpg,1
dataset/real\donuts\771276.jpg,1
dataset/fake\scallops\691199.jpg,0
dataset/real\risotto\717314.jpg,1
dataset/real\croque_madame\7210.jpg,1
dataset/fake\dumplings\8372.jpg,0
dataset/real\escargots\74996.jpg,1
dataset/real\risotto\691147.jpg,1
dataset/real\filet_mignon\854250.jpg,1
dataset/real\seaweed_salad\602385.jpg,1
dataset/real\ice_cream\97166.jpg,1
dataset/real\donuts\750287.jpg,1
dataset/real\hamburger\76858.jpg,1
dataset/real\tacos\910144.jpg,1
dataset/fake\filet_mignon\867732.jpg,0
dataset/real\panna_cotta\60714.jpg,1
dataset/fake\hot_and_sour_soup\605161.jpg,0
dataset/real\fish_and_chips\958644.jpg,1
dataset/fake\shrimp_and_grits\92468.jpg,0
dataset/real\chicken_quesadilla\2785982.jpg,1
dataset/real\churros\879361.jpg,1
dataset/real\peking_duck\70601.jpg,1
dataset/real\donuts\97163.jpg,1
dataset/real\tuna_tartare\783821.jpg,1
dataset/fake\cheesecake\2346728.jpg,0
dataset/fake\peking_duck\7407.jpg,0
dataset/real\hummus\894954.jpg,1
dataset/fake\pork_chop\70768.jpg,0
dataset/real\paella\589947.jpg,1
dataset/real\french_onion_soup\76514.jpg,1
dataset/fake\churros\95272.jpg,0
dataset/fake\hummus\878537.jpg,0
dataset/real\shrimp_and_grits\947809.jpg,1
dataset/fake\clam_chowder\905242.jpg,0
dataset/fake\beet_salad\2619761.jpg,0
dataset/fake\deviled_eggs\637148.jpg,0
dataset/fake\pho\926.jpg,0
dataset/fake\filet_mignon\85447.jpg,0
dataset/real\spaghetti_bolognese\842161.jpg,1
dataset/real\gyoza\726010.jpg,1
dataset/real\bread_pudding\1018769.jpg,1
dataset/real\caesar_salad\1865934.jpg,1
dataset/fake\edamame\765568.jpg,0
dataset/real\hot_dog\916396.jpg,1
dataset/real\baklava\189311.jpg,1
dataset/fake\cup_cakes\7806.jpg,0
dataset/real\bruschetta\2018456.jpg,1
dataset/real\spring_rolls\702057.jpg,1
dataset/real\fish_and_chips\305528.jpg,1
dataset/fake\sushi\93139.jpg,0
dataset/fake\crab_cakes\952010.jpg,0
dataset/real\ceviche\768773.jpg,1
dataset/fake\peking_duck\5925.jpg,0
dataset/fake\red_velvet_cake\64738.jpg,0
dataset/fake\tacos\874556.jpg,0
dataset/fake\steak\660900.jpg,0
dataset/real\falafel\7396.jpg,1
dataset/real\gnocchi\8880.jpg,1
dataset/fake\pizza\77677.jpg,0
dataset/fake\onion_rings\85913.jpg,0
dataset/real\baklava\2137008.jpg,1
dataset/real\strawberry_shortcake\81428.jpg,1
dataset/real\caesar_salad\1824467.jpg,1
dataset/fake\omelette\812490.jpg,0
dataset/real\risotto\73975.jpg,1
dataset/real\ramen\95056.jpg,1
dataset/real\gnocchi\79483.jpg,1
dataset/real\greek_salad\997715.jpg,1
dataset/real\falafel\993488.jpg,1
dataset/fake\huevos_rancheros\901276.jpg,0
dataset/real\scallops\66442.jpg,1
dataset/fake\lobster_bisque\873360.jpg,0
dataset/real\escargots\96806.jpg,1
dataset/fake\fish_and_chips\3353464.jpg,0
dataset/fake\scallops\6736.jpg,0
dataset/fake\guacamole\902627.jpg,0
dataset/fake\chicken_curry\316155.jpg,0
dataset/fake\apple_pie\1214326.jpg,0
dataset/real\ceviche\1783159.jpg,1
dataset/real\caesar_salad\3289797.jpg,1
dataset/fake\ravioli\793044.jpg,0
dataset/real\pork_chop\99739.jpg,1
dataset/real\mussels\610478.jpg,1
dataset/real\escargots\88503.jpg,1
dataset/real\seaweed_salad\97529.jpg,1
dataset/real\clam_chowder\905093.jpg,1
dataset/real\huevos_rancheros\902239.jpg,1
dataset/fake\croque_madame\57938.jpg,0
dataset/real\foie_gras\71779.jpg,1
dataset/real\waffles\737503.jpg,1
dataset/fake\takoyaki\668423.jpg,0
dataset/real\pad_thai\737018.jpg,1
dataset/real\cannoli\694221.jpg,1
dataset/real\spaghetti_carbonara\700307.jpg,1
dataset/real\poutine\848180.jpg,1
dataset/fake\creme_brulee\890324.jpg,0
dataset/real\donuts\778563.jpg,1
dataset/fake\seaweed_salad\97529.jpg,0
dataset/fake\escargots\87500.jpg,0
dataset/real\pho\5723.jpg,1
dataset/real\takoyaki\88731.jpg,1
dataset/fake\deviled_eggs\647099.jpg,0
dataset/fake\beet_salad\3568296.jpg,0
dataset/real\french_fries\845350.jpg,1
dataset/real\club_sandwich\837798.jpg,1
dataset/fake\caesar_salad\2761224.jpg,0
dataset/fake\hummus\99596.jpg,0
dataset/fake\sushi\888777.jpg,0
dataset/fake\miso_soup\833468.jpg,0
dataset/real\caprese_salad\3031139.jpg,1
dataset/real\macarons\879904.jpg,1
dataset/real\french_fries\80865.jpg,1
dataset/fake\chicken_wings\2878316.jpg,0
dataset/fake\club_sandwich\886180.jpg,0
dataset/fake\deviled_eggs\615433.jpg,0
dataset/fake\ceviche\3276987.jpg,0
dataset/fake\tiramisu\487955.jpg,0
dataset/fake\beef_carpaccio\2605475.jpg,0
dataset/real\gyoza\710516.jpg,1
dataset/real\edamame\747067.jpg,1
dataset/fake\pork_chop\84929.jpg,0
dataset/fake\steak\653303.jpg,0
dataset/fake\fried_calamari\97849.jpg,0
dataset/fake\miso_soup\851129.jpg,0
dataset/real\hamburger\91602.jpg,1
dataset/fake\shrimp_and_grits\935610.jpg,0
dataset/fake\chocolate_mousse\891547.jpg,0
dataset/real\pizza\65128.jpg,1
dataset/real\beef_carpaccio\1222478.jpg,1
dataset/fake\sashimi\744663.jpg,0
dataset/real\seaweed_salad\93734.jpg,1
dataset/fake\spaghetti_carbonara\700566.jpg,0
dataset/fake\omelette\800743.jpg,0
dataset/fake\dumplings\821959.jpg,0
dataset/real\omelette\7566.jpg,1
dataset/real\scallops\74630.jpg,1
dataset/real\chocolate_cake\1519529.jpg,1
dataset/real\prime_rib\844644.jpg,1
dataset/real\peking_duck\63425.jpg,1
dataset/fake\spaghetti_bolognese\844903.jpg,0
dataset/real\ramen\681899.jpg,1
dataset/real\lobster_roll_sandwich\843845.jpg,1
dataset/fake\churros\927506.jpg,0
dataset/real\cheesecake\497262.jpg,1
dataset/real\edamame\93014.jpg,1
dataset/real\hot_and_sour_soup\654722.jpg,1
dataset/real\ramen\703171.jpg,1
dataset/fake\pizza\63480.jpg,0
dataset/real\cup_cakes\7806.jpg,1
dataset/real\ravioli\784006.jpg,1
dataset/fake\spring_rolls\7847.jpg,0
dataset/fake\prime_rib\9053.jpg,0
dataset/real\dumplings\820643.jpg,1
dataset/real\deviled_eggs\91913.jpg,1
dataset/real\huevos_rancheros\95894.jpg,1
dataset/real\hot_and_sour_soup\76066.jpg,1
dataset/fake\french_onion_soup\759629.jpg,0
dataset/fake\hot_and_sour_soup\632681.jpg,0
dataset/fake\cheesecake\1286644.jpg,0
dataset/real\huevos_rancheros\95371.jpg,1
dataset/fake\pulled_pork_sandwich\956692.jpg,0
dataset/fake\apple_pie\1941412.jpg,0
dataset/fake\spaghetti_carbonara\677279.jpg,0
dataset/fake\ice_cream\904498.jpg,0
dataset/real\hot_and_sour_soup\613398.jpg,1
dataset/real\crab_cakes\918052.jpg,1
dataset/real\breakfast_burrito\3289639.jpg,1
dataset/real\chicken_quesadilla\1909983.jpg,1
dataset/real\carrot_cake\1425928.jpg,1
dataset/fake\beef_carpaccio\2072790.jpg,0
dataset/fake\bibimbap\3438792.jpg,0
dataset/real\fish_and_chips\2901529.jpg,1
dataset/real\french_onion_soup\720844.jpg,1
dataset/real\baby_back_ribs\2710948.jpg,1
dataset/real\edamame\77492.jpg,1
dataset/fake\poutine\874167.jpg,0
dataset/real\caesar_salad\2761224.jpg,1
dataset/fake\pizza\93961.jpg,0
dataset/fake\falafel\993488.jpg,0
dataset/real\fried_calamari\641747.jpg,1
dataset/fake\gyoza\738353.jpg,0
dataset/real\mussels\72087.jpg,1
dataset/real\nachos\544149.jpg,1
dataset/fake\crab_cakes\934015.jpg,0
dataset/fake\frozen_yogurt\90338.jpg,0
dataset/real\nachos\7194.jpg,1
dataset/real\ice_cream\909342.jpg,1
dataset/real\hummus\874615.jpg,1
dataset/fake\donuts\779639.jpg,0
dataset/real\onion_rings\721735.jpg,1
dataset/fake\ramen\681899.jpg,0
dataset/fake\nachos\99076.jpg,0
dataset/real\tuna_tartare\803807.jpg,1
dataset/real\cup_cakes\67469.jpg,1
dataset/fake\spaghetti_carbonara\687432.jpg,0
dataset/fake\fried_calamari\88528.jpg,0
dataset/fake\hot_and_sour_soup\76066.jpg,0
dataset/fake\foie_gras\69819.jpg,0
dataset/fake\caesar_salad\1865934.jpg,0
dataset/real\mussels\598137.jpg,1
dataset/fake\fish_and_chips\3504296.jpg,0
dataset/real\pork_chop\7509.jpg,1
dataset/fake\caesar_salad\2412854.jpg,0
dataset/real\carrot_cake\1764646.jpg,1
dataset/real\ceviche\2561427.jpg,1
dataset/real\peking_duck\563461.jpg,1
dataset/real\caprese_salad\3648473.jpg,1
dataset/real\takoyaki\83221.jpg,1
dataset/fake\greek_salad\968471.jpg,0
dataset/fake\escargots\77308.jpg,0
dataset/fake\beet_salad\1103191.jpg,0
dataset/fake\grilled_cheese_sandwich\81012.jpg,0
dataset/fake\hot_dog\97149.jpg,0
dataset/real\gyoza\704946.jpg,1
dataset/fake\paella\582929.jpg,0
dataset/fake\gnocchi\762272.jpg,0
dataset/fake\chicken_curry\494229.jpg,0
dataset/real\french_toast\94737.jpg,1
dataset/fake\lobster_roll_sandwich\90203.jpg,0
dataset/real\frozen_yogurt\66390.jpg,1
dataset/real\spaghetti_carbonara\687432.jpg,1
dataset/real\hummus\85281.jpg,1
dataset/fake\carrot_cake\1220035.jpg,0
dataset/fake\beignets\2163099.jpg,0
dataset/real\hamburger\91789.jpg,1
dataset/real\french_toast\94694.jpg,1
dataset/fake\foie_gras\6012.jpg,0
dataset/fake\chocolate_mousse\917854.jpg,0
dataset/real\beignets\2149914.jpg,1
dataset/real\gyoza\688377.jpg,1
dataset/real\filet_mignon\858296.jpg,1
dataset/real\guacamole\874388.jpg,1
dataset/real\cannoli\583049.jpg,1
dataset/real\sushi\93876.jpg,1
dataset/fake\caesar_salad\2949157.jpg,0
dataset/real\edamame\781627.jpg,1
dataset/real\ramen\80967.jpg,1
dataset/fake\pork_chop\99168.jpg,0
dataset/fake\ramen\95056.jpg,0
dataset/fake\paella\588050.jpg,0
dataset/real\lasagna\7781.jpg,1
dataset/real\dumplings\9847.jpg,1
dataset/fake\club_sandwich\837798.jpg,0
dataset/real\pulled_pork_sandwich\947027.jpg,1
dataset/fake\escargots\92318.jpg,0
dataset/fake\ice_cream\876967.jpg,0
dataset/fake\cup_cakes\66445.jpg,0
dataset/real\cheese_plate\3651355.jpg,1
dataset/real\dumplings\84188.jpg,1
dataset/real\red_velvet_cake\588552.jpg,1
dataset/fake\caprese_salad\666910.jpg,0
dataset/fake\falafel\974606.jpg,0
dataset/fake\poutine\852737.jpg,0
dataset/real\poutine\883850.jpg,1
dataset/real\beef_carpaccio\826914.jpg,1
dataset/real\beef_tartare\2884978.jpg,1
dataset/fake\edamame\77492.jpg,0
dataset/real\breakfast_burrito\3855280.jpg,1
dataset/real\grilled_salmon\945443.jpg,1
dataset/fake\cannoli\1713057.jpg,0
dataset/real\sashimi\774590.jpg,1
dataset/real\eggs_benedict\7177.jpg,1
dataset/real\chicken_wings\1515893.jpg,1
dataset/fake\hot_dog\93647.jpg,0
dataset/fake\peking_duck\7972.jpg,0
dataset/fake\oysters\98268.jpg,0
dataset/fake\mussels\70505.jpg,0
dataset/real\escargots\92318.jpg,1
dataset/fake\escargots\89456.jpg,0
dataset/fake\chicken_quesadilla\3229209.jpg,0
dataset/fake\tuna_tartare\864119.jpg,0
dataset/fake\breakfast_burrito\2615853.jpg,0
dataset/fake\creme_brulee\88644.jpg,0
dataset/fake\fried_rice\61692.jpg,0
dataset/fake\caprese_salad\2884291.jpg,0
dataset/real\spring_rolls\703596.jpg,1
dataset/fake\grilled_salmon\944169.jpg,0
dataset/fake\ramen\78023.jpg,0
dataset/fake\shrimp_and_grits\939211.jpg,0
dataset/real\oysters\98268.jpg,1
dataset/fake\tiramisu\505640.jpg,0
dataset/real\falafel\992378.jpg,1
dataset/fake\deviled_eggs\85295.jpg,0
dataset/real\fish_and_chips\559350.jpg,1
dataset/fake\strawberry_shortcake\67030.jpg,0
dataset/real\creme_brulee\924589.jpg,1
dataset/fake\ice_cream\923525.jpg,0
dataset/fake\dumplings\821593.jpg,0
dataset/fake\poutine\921426.jpg,0
dataset/fake\paella\75605.jpg,0
dataset/fake\grilled_salmon\975541.jpg,0
dataset/real\dumplings\85343.jpg,1
dataset/real\paella\588050.jpg,1
dataset/fake\red_velvet_cake\74024.jpg,0
dataset/fake\pho\969401.jpg,0
dataset/real\chicken_curry\70091.jpg,1
dataset/real\frozen_yogurt\66799.jpg,1
dataset/real\chocolate_mousse\893495.jpg,1
dataset/real\tiramisu\516611.jpg,1
dataset/real\chicken_wings\2219543.jpg,1
dataset/real\cannoli\544821.jpg,1
dataset/fake\foie_gras\71471.jpg,0
dataset/real\takoyaki\685493.jpg,1
dataset/fake\hot_and_sour_soup\76845.jpg,0
dataset/fake\ceviche\1926878.jpg,0
dataset/fake\pho\66892.jpg,0
dataset/fake\gnocchi\79483.jpg,0
dataset/fake\pad_thai\756331.jpg,0
dataset/real\risotto\713463.jpg,1
dataset/fake\sashimi\745308.jpg,0
dataset/fake\shrimp_and_grits\911405.jpg,0
dataset/real\grilled_cheese_sandwich\798720.jpg,1
dataset/fake\ramen\94432.jpg,0
dataset/real\grilled_salmon\935302.jpg,1
dataset/real\french_onion_soup\761427.jpg,1
dataset/fake\donuts\87216.jpg,0
dataset/real\beet_salad\1924323.jpg,1
dataset/real\fried_rice\92753.jpg,1
dataset/real\pad_thai\761235.jpg,1
dataset/fake\greek_salad\986206.jpg,0
dataset/fake\breakfast_burrito\553591.jpg,0
dataset/real\grilled_salmon\940815.jpg,1
dataset/fake\cup_cakes\70180.jpg,0
dataset/fake\garlic_bread\827592.jpg,0
dataset/real\pad_thai\73180.jpg,1
dataset/fake\tacos\864338.jpg,0
dataset/real\risotto\704700.jpg,1
dataset/fake\french_onion_soup\76514.jpg,0
dataset/fake\prime_rib\9657.jpg,0
dataset/fake\samosa\793375.jpg,0
dataset/real\filet_mignon\97768.jpg,1
dataset/real\hot_and_sour_soup\61920.jpg,1
dataset/fake\bibimbap\1844046.jpg,0
dataset/fake\crab_cakes\915400.jpg,0
dataset/real\pad_thai\726104.jpg,1
dataset/real\gyoza\77377.jpg,1
dataset/real\nachos\98976.jpg,1
dataset/fake\croque_madame\994893.jpg,0
dataset/real\prime_rib\90989.jpg,1
dataset/fake\ramen\711834.jpg,0
dataset/fake\omelette\8093.jpg,0
dataset/fake\deviled_eggs\604308.jpg,0
dataset/fake\guacamole\860920.jpg,0
dataset/fake\pizza\68684.jpg,0
dataset/real\ramen\78023.jpg,1
dataset/real\beef_tartare\2580153.jpg,1
dataset/real\falafel\949664.jpg,1
dataset/real\mussels\70505.jpg,1
dataset/real\cup_cakes\89713.jpg,1
dataset/real\breakfast_burrito\928767.jpg,1
dataset/real\prime_rib\827873.jpg,1
dataset/real\ravioli\809033.jpg,1
dataset/fake\baklava\442715.jpg,0
dataset/real\filet_mignon\99239.jpg,1
dataset/real\takoyaki\90139.jpg,1
dataset/real\french_toast\794254.jpg,1
dataset/fake\lasagna\806245.jpg,0
dataset/real\pad_thai\716229.jpg,1
dataset/fake\hamburger\91710.jpg,0
dataset/real\sashimi\75250.jpg,1
dataset/fake\beef_carpaccio\3272465.jpg,0
dataset/fake\pulled_pork_sandwich\966993.jpg,0
dataset/real\steak\636594.jpg,1
dataset/fake\macarons\869998.jpg,0
dataset/real\breakfast_burrito\1523896.jpg,1
dataset/fake\lobster_bisque\819478.jpg,0
dataset/fake\caesar_salad\1824467.jpg,0
dataset/real\fried_rice\76256.jpg,1
dataset/real\croque_madame\90663.jpg,1
dataset/real\mussels\91788.jpg,1
dataset/real\grilled_cheese_sandwich\767169.jpg,1
dataset/real\ice_cream\918181.jpg,1
dataset/real\ramen\77655.jpg,1
dataset/fake\apple_pie\362792.jpg,0
dataset/real\churros\904526.jpg,1
dataset/real\frozen_yogurt\62048.jpg,1
dataset/fake\apple_pie\605117.jpg,0
dataset/real\sashimi\76496.jpg,1
dataset/real\filet_mignon\9372.jpg,1
dataset/fake\tuna_tartare\90780.jpg,0
dataset/real\omelette\831537.jpg,1
dataset/real\oysters\890151.jpg,1
dataset/real\paella\73919.jpg,1
dataset/real\beef_carpaccio\3033402.jpg,1
dataset/real\fish_and_chips\964750.jpg,1
dataset/fake\clam_chowder\9768.jpg,0
dataset/real\beet_salad\1309332.jpg,1
dataset/fake\french_toast\821391.jpg,0
dataset/fake\breakfast_burrito\1484908.jpg,0
dataset/real\shrimp_and_grits\933996.jpg,1
dataset/fake\samosa\812692.jpg,0
dataset/real\fried_rice\61401.jpg,1
dataset/fake\lobster_bisque\881198.jpg,0
dataset/fake\ice_cream\939153.jpg,0
dataset/fake\deviled_eggs\83675.jpg,0
dataset/real\falafel\966926.jpg,1
dataset/fake\baby_back_ribs\1726178.jpg,0
dataset/real\garlic_bread\852418.jpg,1
dataset/fake\fried_calamari\89075.jpg,0
dataset/real\breakfast_burrito\17066.jpg,1
dataset/real\grilled_salmon\940556.jpg,1
dataset/fake\shrimp_and_grits\938107.jpg,0
dataset/fake\miso_soup\871622.jpg,0
dataset/real\french_fries\823649.jpg,1
dataset/real\baklava\1117620.jpg,1
dataset/real\lobster_roll_sandwich\87206.jpg,1
dataset/real\ravioli\783093.jpg,1
dataset/fake\beef_tartare\3492636.jpg,0
dataset/fake\oysters\933713.jpg,0
dataset/real\sushi\887831.jpg,1
dataset/fake\baklava\671462.jpg,0
dataset/fake\pulled_pork_sandwich\956304.jpg,0
dataset/fake\churros\878415.jpg,0
dataset/fake\spaghetti_carbonara\665854.jpg,0
dataset/real\crab_cakes\907229.jpg,1
dataset/fake\french_onion_soup\776311.jpg,0
